# link_lengths=0.7,0.2
theta_0,theta_1,gt_x,gt_y
2.614821601759045322e+00,-2.070463220198020426e+00,-4.340124892764037901e-01,4.554951896347364526e-01
2.376771907949425611e+00,-3.071073590731150382e+00,-3.513543989526622946e-01,3.567155858918081845e-01
6.947987394756176549e-01,1.838542440271447198e+00,3.735981117614430858e-01,5.624482751913593148e-01
2.778610745244384894e+00,6.187886263977682155e-01,-8.478814483902264998e-01,1.979392034783624132e-01
-1.332494627933562104e+00,2.950633692640645123e+00,1.557718510782579169e-01,-4.804422767872103539e-01
2.471804957527244717e+00,1.935886537026561882e+00,-6.087683620407395857e-01,2.437861448596983505e-01
3.114094198278176684e+00,2.845958273329094901e+00,-5.100863036757777857e-01,-4.426126919449066555e-02
1.171883491490975260e+00,-2.746204968941925895e+00,2.711867084937750194e-01,4.450399107033166102e-01
7.124397852070680770e-01,9.019166802142555284e-01,5.210292274295321713e-01,6.573877298996154694e-01
-1.965769709300619894e-01,-1.673385928131676526e+00,6.275738399025427849e-01,-3.278358543397127400e-01
-2.486164805875696437e+00,-1.470520544290242926e+00,-6.921112462620178096e-01,-2.810911092905639119e-01
-1.231081927869227988e+00,2.467093112615488693e+00,2.989657284032550266e-01,-4.710987246439721776e-01
8.126098936705639098e-01,-2.706222224065188975e-01,6.526610528920050447e-01,6.114269197763173569e-01
1.013528103988112328e+00,5.524369695919171264e-01,3.711750415005352077e-01,7.940897870336965925e-01
5.841730070265604979e-01,3.873462812790462451e-02,7.463550421009682578e-01,5.027366362161013180e-01
1.496678395248059346e+00,2.947313170888447686e+00,-1.202251257152293917e-03,5.052387426009413707e-01
2.114961909388266115e+00,1.202437552576252067e+00,-5.593102132148346506e-01,5.639111857899626878e-01
1.671292258283041399e+00,-2.300168566895183453e+00,9.150900221225465037e-02,5.788208901438962606e-01
-2.010572229723901039e+00,1.408929815279753583e+00,-1.331342664841363987e-01,-7.465924154717975547e-01
2.019049686873447769e+00,1.399536037685847667e+00,-4.957508950252554891e-01,5.761509040150230021e-01
-6.575210872169945375e-02,-1.477143002575105113e+00,7.040668952648044820e-01,-2.459154758583573519e-01
2.997450415031289062e+00,1.618312733289748451e-01,-8.927093479334220483e-01,9.701290919365233856e-02
2.576020932642113515e+00,2.508296903537853950e+00,-5.183150311461194315e-01,1.888033967003933111e-01
1.750736404389945378e-01,-2.355375019886272181e+00,5.748072589174237912e-01,-4.205983436236976347e-02
