# link_lengths=0.6,0.2,0.2
theta_0,theta_1,theta_2,gt_x,gt_y
-2.871430031106540604e+00,-2.596927703330558668e+00,-2.781846189404185932e+00,-5.182249457431714612e-01,-1.991165388824607252e-01
2.170714874538818506e+00,-1.972916844262670999e-01,-3.989448987590558104e-01,-4.178488383507822923e-01,8.792345801748857603e-01
1.932794941015473000e+00,1.908361115979817946e+00,1.884784426472456254e+00,-1.957680096155119953e-01,3.265678276082657483e-01
-2.048998678700704623e+00,3.135575866090642982e-01,9.133627504640751127e-01,-1.727507046161434745e-01,-8.765019192812695259e-01
1.387033832205226247e+00,2.881188153972892962e+00,5.226274870515328352e-01,3.937283551378722990e-02,2.099193835854396284e-01
1.570924553033574256e+00,4.179472656887899262e-01,-1.284152026222264986e-01,-1.384027627247665926e-01,9.744425847557189879e-01
1.214306378750230841e+00,-2.501751982494729631e+00,1.938623054544101443e+00,4.243812123603775133e-01,4.914763903497391118e-01
3.118940269207575611e+00,-1.008005009136514030e+00,-2.506134395409336690e+00,-5.181131141897344916e-01,1.081193203117903484e-01
-2.321205004436191377e+00,2.280517166866274259e+00,-1.178686417700038680e+00,-1.404815008643562346e-01,-6.347582923568964031e-01
-4.274685272157516813e-01,1.161414527873055214e+00,2.418269149408023289e-01,8.066239362777308797e-01,5.084698585961497375e-02
-1.853994172760678572e+00,-2.585946546028221604e+00,2.830296243708824377e+00,-2.292422376820000551e-01,-5.833261748883511455e-01
-1.714304581290010177e+00,2.714848666058784943e+00,1.536255056035259692e+00,-1.423647326649356004e-01,-3.117607987560557792e-01
-2.367423540407957105e+00,-8.099895375266594755e-01,-8.329568674335838807e-01,-7.580251300393648917e-01,-2.596027993613074791e-01
-2.896999980136403696e+00,-2.768415872840128689e+00,-6.653180868598265185e-01,-2.193331798326897952e-01,-3.895916406131483267e-02
-1.636261482600112949e+00,6.840831367950217512e-01,-2.790428287404600471e+00,-8.822161202955369763e-02,-6.485550779898264784e-01
-2.684234820266736765e+00,-1.742184654573881053e+00,-5.164605652581411022e-02,-6.411879506291091602e-01,1.214646293398096155e-01
2.659561528080095272e+00,-2.044989999019401594e+00,2.316376290703789032e+00,-5.638082388998848504e-01,4.352876977791543811e-01
1.730557694885845876e-01,-2.994948443893224788e+00,-3.075100795490787853e+00,5.864419937929186144e-01,1.157923059296577517e-01
-1.134272822473710196e+00,-3.900213293590879537e-01,-1.931488202867850612e+00,7.276258057895057529e-02,-6.817107873843578636e-01
2.637429860083287281e+00,-2.270970559207106554e+00,-1.111027863143337235e+00,-1.915510872639833995e-01,2.259762372286157062e-01
2.692712961148795436e-01,2.337440136506026001e-01,-1.608191148387675851e+00,8.434010609867081953e-01,7.732271457305694984e-02
-4.938650293884476739e-01,1.562450597612601300e+00,-9.730446234385876636e-01,8.236651585939895881e-01,-9.003632726133772857e-02
-2.686248681851923781e+00,2.923767030452563809e+00,3.029871315563028134e+00,-5.429005088074203567e-01,-2.418975807323293370e-01
-2.348147532364123879e+00,2.956763988872855187e+00,-2.436789798623073544e+00,-3.076573390982828560e-01,-5.067299462748038330e-01
7.684003929385627707e-01,2.064956997845834863e+00,-2.136348087332906154e+00,3.941929738129458238e-01,6.060525726260546087e-01
1.262664485209716858e+00,-2.876926264476516781e+00,2.582543002796750642e+00,2.866203415063928173e-01,5.367125525340141756e-01
1.809554284320730844e+00,2.209478928912620432e-01,1.389386186948660118e+00,-4.229395095498041934e-01,7.072726202902288595e-01
-1.036833545253760036e+00,-9.151653876459531212e-01,2.683190420556759825e+00,3.798375448972888258e-01,-5.685703628573266499e-01
