# link_lengths=0.25,0.25,0.5
theta_0,theta_1,theta_2,gt_x,gt_y
-1.811850618719557326e+00,-2.067859728314669354e-02,-4.940859951138731887e-02,-2.774431026788238830e-01,-9.602498298522557096e-01
-2.952294968809596298e+00,2.437684492819086834e+00,-2.391941222675230350e+00,-5.141654324699859169e-01,-2.865326532100902490e-01
1.067294588197160721e+00,2.684318295628789208e-01,-2.161897053934668911e+00,5.176999638702749484e-01,9.442829470787894586e-02
-2.803550317157604610e+00,-2.233278676006185570e+00,2.081650802904770003e+00,-6.474944535514191024e-01,6.137879404156681984e-02
1.932806566518997293e+00,-6.149041845135592155e-01,2.186408088872930477e+00,-4.934549753703234010e-01,2.984365295456212763e-01
-9.916748210565593524e-01,1.125320576117228910e+00,1.721370761098321545e+00,2.443883913718395973e-01,3.040164306894618251e-01
-1.410907459907383199e+00,1.950984808762025402e+00,1.491843106164040478e+00,3.174179866188361898e-02,3.295157759624503524e-01
-2.398076438084877360e-01,-1.516713519761975215e+00,1.248338818988563581e+00,6.334963834705550356e-01,-5.483746563619679160e-01
4.584805133468918825e-01,-1.912902201847123118e+00,2.683074192041948969e+00,4.209632553411319922e-01,3.333562672718388686e-01
-1.311364543907409974e+00,5.984987038004860871e-01,-2.752456089166407605e+00,-2.207723313061045189e-01,-2.460829209319077282e-01
2.236184097196399101e+00,-9.872169934498975508e-02,2.215301006329396749e+00,-4.645085048358690294e-01,-6.042111982752484955e-02
-1.866658138606115624e+00,-1.457203308511322293e+00,-1.192099428813338191e+00,-4.163335140478506835e-01,2.965624814251406338e-01
-1.894982864238504483e+00,-3.925676924793490841e-01,1.646986801560959002e+00,1.570097751366855143e-01,-7.242867997454018880e-01
2.158381790123599764e+00,-1.634527903677975402e+00,-6.868066048094898512e-01,5.712624677994664335e-01,2.520093754776380202e-01
2.720880432911141789e+00,-2.684682846127593336e+00,-1.013002420572009843e+00,3.014732994126347321e-01,-3.032065890540641684e-01
-1.912808660269752492e+00,-2.692462503966240650e+00,-1.748190816245822621e+00,3.881916461190731971e-01,-2.206274507525779471e-02
-7.048763188725652995e-01,2.620349129241414943e+00,-1.793878094755423369e-01,2.368133353984339107e-02,5.664967464097711014e-01
2.187333794299621381e+00,-5.774428258586423723e-01,-9.980990958309421401e-01,2.549855269410303826e-01,7.409479544192731915e-01
2.227935424327021074e-01,-8.508394466085578145e-01,2.316830398983404038e+00,3.872580035724776937e-01,4.048713106810934992e-01
-1.083306202399925144e+00,-7.586812678219492234e-01,1.070884047740870315e+00,4.087037071929532361e-01,-8.102044337320024603e-01
2.447592582441651565e+00,-3.341410156920781027e-01,7.377547142642537636e-01,-8.003429740768803757e-01,5.171506278148296776e-01
-1.128160693099157896e+00,-4.187817061670493501e-01,-7.517283494124313847e-01,-2.195985410857447251e-01,-8.491304532549925899e-01
1.557043708008868599e+00,-1.607957563155130831e+00,-1.584844755443963082e+00,2.206557876120317230e-01,-2.616919531721070280e-01
1.735389750352503313e+00,-2.046903214318128938e+00,9.596546928453513203e-01,5.956085431225525140e-01,4.718491732449429099e-01
-1.400060600550528056e+00,1.504174166159140569e+00,-1.797739607779207383e+00,2.298625800635866745e-01,-7.166165682219447497e-01
4.554424710648259378e-01,-9.479133378818125344e-01,-5.732911826272708566e-01,6.867271702006895184e-01,-4.458151578922636138e-01
7.707729854241796019e-02,-2.628321168902906457e+00,-8.699509844406496661e-01,-4.390115390632800541e-01,1.807420894822506230e-02
-1.253227114654378305e-01,2.662293991017119943e+00,1.366389499404335517e+00,-3.194483907290493474e-01,-2.342370606520048915e-01
3.063072588680014086e+00,2.949049750690706517e-01,-2.863586592766710126e+00,-5.327079105703530493e-02,2.031826077046584300e-01
1.611921473648331826e+00,-1.914130865373023793e+00,4.868359759889395733e-02,7.124089734996325030e-01,4.997177096339913693e-02
-1.458053746421812180e+00,1.970137925358636188e+00,8.942785803806074796e-01,3.279040459108032990e-01,3.673415816381964683e-01
-2.954638874293698869e+00,-3.130513336011566672e-01,1.776649246657083125e+00,-4.538233842812461338e-01,-5.134363563864733360e-01
1.510046740965185208e+00,1.506547036018170971e-01,1.554866435849645789e+00,-5.059004962334652244e-01,4.615752540563818895e-01
-2.528062190839165613e+00,1.647821379537933950e+00,-2.454128502212332030e+00,-5.359017525639629964e-01,-2.408700499981907273e-01
-8.896294640486637206e-01,1.367850748185452048e+00,-3.165123822773918683e-01,8.728554937830139693e-01,1.343088734404959683e-03
-2.359545734296419894e-01,3.075020260649127479e+00,2.568744222115659781e-02,-4.765357855963816558e-01,1.526989774830575242e-01
7.740243713737973152e-01,-2.279902632376269445e+00,3.047905398324370907e+00,2.093765691456692390e-01,4.250743903395003409e-01
5.808125429256061345e-01,2.465551254013221616e+00,2.209987316878524233e+00,2.189021324313111527e-01,-2.668853373462176104e-01
1.152996925038324960e+00,1.833734835653726414e-01,-8.043185402035710752e-01,5.903926759949225112e-01,7.253092955787256990e-01
-2.960840993922233988e+00,2.891223549897492084e+00,7.265747945440486077e-01,3.993942454537180442e-01,2.430226087160461956e-01
-9.616843647546224894e-01,-2.526860412215921947e+00,-2.058766436909403197e+00,2.785536315444806510e-01,2.155868404446185105e-01
-2.860790541601952786e+00,-1.340812402989876251e+00,-1.219863310391816169e+00,-3.685727442279762567e-02,5.282900282235102329e-01
-1.439425607301313637e+00,9.601470160827529909e-01,-2.411550363726949087e+00,-2.297813492740689023e-01,-4.872025320000292203e-01
-2.919468791336288227e-01,-1.535628993279661403e+00,1.549473840254904644e+00,6.567186945944625265e-01,-4.510230869263304188e-01
2.700505110292172439e+00,-2.719476519386675673e+00,1.961893917436703383e-01,5.160520110102948532e-01,1.901341315833341705e-01
