# link_lengths=0.2,0.2,0.2,0.15,0.15,0.1
theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,gt_x,gt_y
-1.828691326631831870e+00,1.014556285391655877e+00,1.996504881751994809e+00,-2.452662364370840731e+00,-3.066441895427582942e-01,-2.785269318114988568e+00,1.712090914061364655e-01,-3.530552830538955522e-01
-1.292669457576569592e-01,-1.702998120315176722e+00,-3.587153351251202160e-01,-7.761840639773915917e-01,1.488239917907331566e+00,1.982893770265899747e+00,-1.600082190645836511e-02,-5.088466766317509826e-01
1.671958902904601807e+00,2.908854858067333460e+00,-2.505497089644545650e+00,1.762681435916788608e-01,-3.428526523629655820e-01,-2.722436857034833402e+00,-2.185756288400746150e-01,3.611814790109755813e-01
4.345665127034776809e-01,3.701685954608655571e-01,1.249086202577774252e+00,-1.947128900473998003e+00,3.398889056977534295e-01,2.329652001831835406e+00,4.182157641277466364e-01,5.219363588670480336e-01
8.051167114544197645e-01,-6.951517852301591915e-02,1.812084977063754820e+00,-1.244971277660237297e+00,-2.756794498598140741e+00,4.323960604380259198e-01,2.305318076974362806e-01,3.006733936248925931e-01
-2.499198647887472813e+00,-1.586330755504238299e+00,1.233489771669393775e-02,-1.053715930484782515e+00,2.755192348873936048e+00,-4.034537316032178467e-01,-5.374119124761037591e-01,1.997292372585293407e-01
-1.953021233731705664e+00,8.079401562520160951e-02,-2.314104464435351449e+00,-1.756991756374413738e+00,4.900619791704099448e-01,9.017078484108740355e-01,-7.754435303357044840e-03,5.580367064674054967e-02
-1.661119707068283269e+00,1.298703484611587022e+00,-1.014827753299150981e+00,3.632682898189694143e-01,2.065215947887091730e+00,-1.562009949782809715e+00,4.484222286418264591e-01,-5.123769416644903263e-01
-2.025073451957741355e+00,-8.336340535755417669e-01,-1.657226717952883011e+00,2.803939730902166971e+00,1.497438775134666500e+00,2.280561814305557711e+00,-2.409224784200590108e-01,-1.318455128239324203e-01
6.546032820443921096e-01,9.934258434437133189e-01,-1.449514220581794577e+00,-1.187641941625576791e+00,-2.891258006669815472e+00,2.917940812704156173e-01,2.206445144154278726e-01,3.795188617926800179e-01
3.064692200228265939e+00,-1.163227069288624183e+00,1.764354925674638253e-01,-1.241141883990919403e+00,3.080936848254935967e+00,9.518252575966288376e-01,-3.523914456509919524e-01,2.868887216076669855e-01
1.357769318423130755e+00,2.876044521150017630e+00,1.381416825561763595e+00,1.535908736581264478e+00,-3.138955403114401133e+00,1.314773234158523429e+00,1.651617057505644914e-01,-1.878851643902141322e-01
-2.401851520988154576e+00,-3.299742942511465493e-01,-2.220685713151459684e+00,-1.260581749890017589e+00,-1.396871495671299757e+00,-1.473534964223144783e+00,-1.919677471977210281e-01,-1.887569609756400424e-01
1.015255760787525219e+00,9.087481667842407518e-01,1.409309425439511543e+00,-1.030300185422147852e+00,-2.257812978986098784e+00,-3.533960994481604168e-01,-1.517982164001263623e-02,4.074648741014641473e-01
-3.099700799135476803e+00,3.101645790983012851e+00,-2.258266292376687190e-02,3.087616400426038687e+00,6.740504977974337564e-01,-2.129790816492301175e+00,-7.734130071043199273e-02,1.435917090957156139e-02
-4.080262837894346184e-01,6.568961153110119966e-03,1.449902996897230345e+00,3.069620188065542266e+00,1.818189727648785947e+00,-1.095257465155336174e+00,5.373598392883049968e-01,-2.586370556390809039e-01
-9.648445191260637266e-01,-1.551673943644607867e+00,-1.290883492273882105e+00,2.827122091531720116e+00,-6.035264536673468072e-01,-1.706953890943499585e+00,-2.228808754405704473e-01,-4.176081970308915814e-01
-4.246178221608110093e-01,4.098132165548866723e-01,-8.266415444862085238e-01,2.503362074595198550e+00,-1.539525841932334771e+00,-2.180288030360041596e+00,6.039166444367528586e-01,-1.551557304834145778e-01
1.921848201925841160e+00,1.586344821088302659e+00,1.635970974201309325e+00,-1.316090826338594866e+00,2.039200455307219606e-01,-2.414453807262227691e+00,-3.868506321580882368e-01,-1.773119528517934085e-01
-2.617578675017203871e+00,6.330723423507147452e-01,7.435025578514897759e-01,4.980292263308307987e-01,2.210188415930953276e+00,-2.377246726143740219e-01,-2.934556266487888671e-02,-3.304653657399629907e-01
-2.829059242228972870e-01,1.531801587887611227e+00,-2.360967003477286497e+00,1.088409403390964592e+00,-2.969783178766975063e+00,6.409563596340372982e-02,2.477297445192523373e-01,-9.218106289716217205e-02
-6.158570978862609735e-01,-1.260407842302890602e+00,-1.781029564883458427e-01,2.703141135125684436e+00,2.187845534231870559e+00,2.511364876719047068e+00,4.593010381888429361e-02,-4.281411367025832471e-01
-1.548359790158892579e+00,2.098499498651497319e+00,1.753089507578390105e+00,4.499619567463168934e-01,2.574481469523063559e+00,3.030028017648023209e-01,6.844853284719099040e-02,-7.308174286303149858e-02
-3.042786194016136037e+00,2.297757439415125447e+00,-2.965293333554723354e+00,3.323510958422466466e-01,1.077021591778348331e+00,2.595407810886370292e+00,-3.707085074227660648e-01,-9.522656141581553602e-02
-2.036135306533076061e+00,-1.605441937092010551e+00,-2.697071107206676643e+00,2.212535570002069463e+00,-2.255530485954301056e+00,9.675963334756669809e-01,6.526191082897350726e-02,9.264504357307518090e-02
1.449900740452563674e+00,2.003762132308922972e+00,-5.124252648577241054e-01,2.201874878277022773e+00,7.337099512529929868e-01,-1.939336970853656528e+00,-2.317697147595133011e-01,-9.010133325939927162e-02
8.201372271657181301e-03,2.781527786865871654e-01,2.838985601138378279e+00,-1.748936979518907142e+00,3.066517538049287950e+00,-1.521141379655246650e+00,8.332472348093181158e-02,8.577469768221208934e-02
4.346736615411650462e-02,-1.188069854399476988e+00,7.663569413313662260e-01,-2.418198368291048173e+00,1.014716157157602439e-02,3.082682920606714561e+00,2.822100170754754944e-01,-3.210006334287462959e-01
