# link_lengths=0.3,0.3,0.2,0.1,0.1
theta_0,theta_1,theta_2,theta_3,theta_4,gt_x,gt_y
1.694180094157436756e+00,2.242517639656496087e+00,-1.753158248682241682e+00,-1.869530280438510106e+00,-2.652871670335895438e+00,-3.363712268375995129e-01,2.061147721621376938e-01
1.181397847953520319e+00,1.602405343228043400e+00,-1.721931093705115545e+00,2.263170390920061337e+00,-2.650105686121296600e+00,-8.991213656676422250e-02,6.014990084781448587e-01
6.246887572683812451e-01,-3.753232340614918172e-01,-2.485077181589340434e+00,2.878303719333527688e+00,-1.587482115702129493e+00,5.493035235536036787e-01,7.098039150643262185e-02
-9.902912051718151254e-01,2.656750314733705487e+00,1.405143330391635637e+00,2.459122602546490732e+00,-1.743869154135751609e+00,-7.052468871117158200e-02,-6.672532023851809879e-02
7.771343511518620240e-01,2.077794641532159758e+00,1.458899293140244247e+00,1.931430287868773021e+00,2.970671102385221474e+00,-1.493973805531104149e-01,1.278153400116878169e-01
2.925700613127716565e+00,2.435582161867093198e+00,1.861759353202801393e+00,2.755282750308325923e+00,2.873054847505130738e+00,1.713602821512061336e-02,-3.771960579953539949e-02
-6.905765089263042888e-01,-1.451989319766479269e+00,-8.693727760172116348e-01,-2.287526146723495302e-02,-2.707153603528911212e-01,-3.274836483730023118e-01,-4.635734397344330460e-01
2.403217932427888393e+00,-8.675371007789927091e-01,-1.386393787861428750e+00,2.836705945958147623e+00,-1.354050829203239381e-01,-2.081485750316340866e-01,5.756764663308855390e-01
-2.639886617916427980e+00,-1.376854536986597877e+00,2.838645852282091653e+00,-8.867579674296877101e-01,1.530571540492479343e+00,-3.401135228595149052e-01,-2.377246915087504742e-01
-7.348894439603319562e-01,1.614074944957410551e+00,1.188179880374788944e+00,1.402864970634441377e+00,6.042563511648690877e-02,1.314479512032793451e-01,1.355512282369477906e-01
-1.471272991091814530e+00,-7.896525153712503631e-01,-1.395503850534513424e+00,-8.187424650751169430e-01,-2.388138333179611550e+00,-2.751183737504417914e-01,-3.889993468840031721e-01
-2.664423239408623800e+00,2.352970222740028206e+00,-7.189540583272990837e-01,6.727635430070111333e-01,-3.046384293663553233e+00,1.190675412735333616e-01,-4.102777761743002238e-01
-1.101677120010001509e+00,1.647016092863615278e+00,-1.518180504001131137e+00,9.120032800898911773e-01,3.103658436910679441e+00,5.050087590867013976e-01,-2.734942927845507299e-01
2.485815133355178119e+00,-6.242698434391851237e-01,2.227003130858680180e+00,-2.211485452268674656e+00,-2.320238372027696006e+00,-3.804151441737543271e-01,3.604788966996304578e-01
-1.228248037835508732e+00,5.712264925795125237e-01,1.004609800017312260e+00,2.206749454138964062e+00,2.868778965091210331e+00,5.083424440428306879e-01,-4.180535710286121254e-01
2.815018536474720889e+00,-2.650158670320960752e+00,6.252664053130767563e-01,2.958005381572373693e+00,-2.048806660412474834e+00,5.755936615676675999e-02,3.297351212657159136e-01
-5.370129967066739063e-01,-2.592251531036553924e+00,5.004468974666180792e-01,-2.282569870837756199e+00,-4.137014232427294047e-03,-1.765394087232288745e-01,-5.931892352706266691e-02
2.241057781258517956e+00,2.481093566615418133e+00,2.594092478051932993e+00,-7.046013727299209606e-01,-1.236686604755261376e+00,7.517864951394043205e-02,6.030271107004291087e-02
2.523597994185109883e+00,1.865183368673364761e+00,-3.242696540506253555e-01,-1.173966650657150002e+00,-4.895106605831718305e-01,-6.312828008790085654e-01,-1.777691941518137475e-01
1.736639645085868544e+00,-1.379561549665561326e+00,-1.278135108979668200e+00,-2.177259973368557588e+00,-9.259068911313379502e-01,1.891287009918964923e-01,3.144120324510926712e-01
2.045397041365499824e+00,1.986721381731193503e-01,-2.558316446724058224e-01,-2.046120391272250316e-01,-6.509013940286827449e-01,-3.839470947434960313e-01,8.725047983759622872e-01
3.207307982107243660e-01,-7.713217348244896243e-01,-1.980712993061472638e+00,-6.372584122571121057e-01,1.095745049278605165e+00,2.642624824908350600e-01,-2.658055094124848750e-01
8.788744958440588562e-01,-2.838934222792962814e+00,9.331858183105170568e-01,1.838261549252096394e+00,-1.646127693528037561e+00,3.170389275383253547e-01,-2.192752370530617889e-01
-5.300646670700004393e-01,-2.023670666833252696e-01,-2.797275232008884949e+00,-2.298416219517405601e+00,-1.049508447848286785e+00,4.694418559852707729e-01,-2.886451316538019007e-01
-1.045340761826984988e-02,-8.937711719269278987e-01,-2.558342167278851331e+00,2.439879303068543948e+00,2.060383772799704971e+00,3.986144282087510371e-01,-1.750491083949133331e-01
1.367202582217663220e+00,-5.679351501919254197e-01,-7.935227579174961576e-01,1.755716954695079046e+00,2.521177400205488972e+00,4.092077863654668968e-01,5.172873087019750349e-01
-2.803279658964095589e+00,8.715872280006333739e-01,2.608163053466157066e-01,3.022939102263098476e+00,3.406185609689553750e-01,-3.993701965065321047e-01,-3.823668994238778596e-01
2.818558686412554692e+00,-4.936671554899350056e-01,-2.671046662130104998e+00,-8.776337484462581884e-01,5.626503194237542083e-01,-1.887971222223495671e-01,9.060314595808134641e-02
2.795558348723984565e+00,9.388124350588284983e-01,-2.548664600281775883e+00,8.766279426636174321e-01,2.082767537460513907e+00,-5.568394023564215978e-01,1.233283072683814124e-01
1.440315904809304826e+00,1.946335246356424520e+00,2.948129329379058916e+00,-2.290471573266177341e+00,2.762836098882863745e-01,-1.524028716160227281e-01,6.405668035969822038e-02
1.534030576223427644e+00,-4.165097955439032162e-01,-9.332726879652590846e-01,-4.592236172637349512e-01,-1.916154456536943052e+00,3.771284087516031946e-01,4.976232103628117631e-01
-1.940279857565563759e+00,2.357178124295147725e+00,-2.428755761750552189e+00,-4.724409152419792868e-01,-2.223041678918082908e-01,-8.926748104712858845e-02,-4.423739745629919895e-01
1.949674575924635000e+00,1.312568241111701894e+00,1.257987737175994880e+00,2.053604234763780845e+00,5.664815768089743742e-01,-2.857116433664916855e-01,1.505520933758772717e-01
4.151059074195551091e-02,6.103379912297932641e-01,1.008709458010851989e+00,6.848945772143837374e-01,-1.609504734160420503e+00,5.244748637199574404e-01,5.322366759572341177e-01
-2.898460598936124288e+00,-3.015424438973616006e+00,5.951157532707092024e-01,2.403945687341320969e+00,-2.715369737978035491e+00,8.456396273796423779e-02,2.386825253928215318e-01
-7.236175143243297470e-01,-3.085962441751037844e+00,2.251039274985065397e+00,-8.661526056365285164e-01,1.362921683582257515e+00,-3.489734545806287558e-02,-3.658199089050100383e-01
2.301654793816438449e+00,-3.095230918311282498e+00,2.213159260323583233e+00,2.651135796864179106e+00,1.940354481545030652e+00,7.673207094842360299e-02,1.002522227269874583e-01
1.708560232503517184e+00,-1.134118026157388659e+00,1.952010188771395427e+00,-1.061982224016511989e+00,8.790201695968420381e-01,-1.188249697909278535e-02,7.466208003997508724e-01
-1.363037025716721473e+00,-2.225011912769436773e+00,1.726048340506049605e+00,-1.928505370913451866e+00,6.350591143309025632e-01,-4.458001814122340978e-01,-2.937793939127149034e-01
2.324272015854661255e+00,2.132337612220460699e-01,-7.425344616572937539e-01,-1.402815241451148776e+00,2.609446138011563221e+00,-5.032330869762403625e-01,6.363649282131013107e-01
-8.856156704421613846e-01,1.598819815659486387e+00,-2.931351720568055708e+00,1.148122407356903629e+00,1.162668821773057637e+00,4.436909447071153423e-01,-2.740202633310837022e-01
