# link_lengths=0.2,0.2,0.3,0.3
theta_0,theta_1,theta_2,theta_3,gt_x,gt_y
-2.112159458533526823e-01,5.751808222070766696e-01,-2.661932855354163685e+00,-4.902997240867335016e-01,-9.844213606682392093e-02,-2.986564114378272849e-01
1.301103118197449504e+00,-6.654234086005228477e-01,-2.210897502800868608e+00,7.748550119715105211e-01,4.218283043724284642e-01,-2.037642515086566797e-01
1.721021794443796438e+00,-2.283963755011632291e+00,1.802892438326574087e+00,2.615504441174595129e+00,9.906865777686846286e-03,1.783151795793213867e-01
5.969481937189384801e-01,-7.528568321388382500e-01,-1.856958558575081630e+00,2.073992811852590101e+00,5.340812303705418929e-01,-1.714653697002713473e-01
2.556848529091404032e+00,1.505987643841734780e+00,-1.719295126763549453e+00,1.537568277591639720e+00,-7.188059750474761200e-01,-3.625375432164615330e-02
9.922932298620503744e-01,-2.474719830586264990e-01,9.784145675525577346e-01,2.777157153748244234e-01,8.573756448881064696e-02,8.722158771543357947e-01
1.184325485229538621e+00,-2.438063532105620546e+00,2.366208566762670884e+00,-1.373711192583712215e+00,5.602942251339766422e-01,1.867722238719038141e-01
3.961624141556252532e-01,-4.003811437345552449e-01,-8.994328124931429969e-01,-9.313682244708529900e-01,4.917836698610078550e-01,-4.489337114562979569e-01
-1.348834503505749183e-01,1.697071138232261411e+00,-1.324597813392557111e+00,2.804983733660240119e-01,7.521077740842312398e-01,3.922719452714703015e-01
-1.571762653067580784e+00,-2.721157695114939212e+00,-1.593911941340796279e+00,2.155823191488940971e+00,-5.428534844416851857e-02,2.652409983155396000e-01
1.924237413095573501e+00,-3.083897291015517794e+00,-2.712304967332446193e+00,6.918706428388774476e-01,-5.125508967488570100e-01,2.159956883529551286e-01
-2.077370965801052627e+00,9.496002676081847227e-01,7.921764054496311935e-01,4.248584006119946466e-01,5.707680145888044398e-01,-4.276294984485771722e-01
2.964132841766713433e+00,2.698603795542484640e-01,-2.864696534098314817e+00,-1.758436136997899801e+00,-6.203361457635649806e-02,-1.699236841985047874e-01
1.640623441265191218e+00,-2.033641567176993625e+00,2.829721378634718398e+00,-9.856272376518577794e-01,-2.187720634312012580e-02,6.151544825651995563e-01
-4.325480687684222225e-01,2.276090850369891783e+00,3.554928366591738609e-01,3.227634105017935795e-01,-2.928112077400079061e-01,5.257490539513427485e-01
2.710496415273513371e+00,5.056851433118576544e-01,1.322831026172255342e+00,-8.095601527452367385e-01,-6.825371342280553977e-01,-3.932073363009177536e-01
2.028125907856524357e+00,3.116258763245928876e+00,1.841025921729707804e+00,-2.993462493484368547e+00,2.653325733660080732e-02,-3.385849209011568273e-02
2.050387446628251453e+00,-1.800929954959977541e+00,7.447642193766830232e-01,1.563794557266882990e+00,1.472345552224507692e-02,6.436164491457352366e-01
-1.488973681315807651e+00,-3.129811057085726489e+00,5.012344435886966210e-01,-2.145460154125439001e+00,1.294791546742277144e-01,2.543173039943777414e-01
1.691179802365439855e+00,-1.699435585659879289e+00,-2.681638916113893600e+00,2.257023205044506042e-02,-3.608257259778293591e-01,-7.105301239278832837e-02
1.148146169000797912e+00,-2.555470587221164713e+00,-8.289306158069731367e-01,-2.849515792509160761e+00,3.878862414390892022e-02,2.840701264246309199e-02
2.464578963052110439e+00,-1.706617612506342585e+00,2.469564565940602918e+00,-2.154430346613679603e+00,-1.663126626602496050e-01,5.006386011428853866e-01
-6.123956674892858665e-01,-1.984986818649044693e+00,7.244640766570777934e-01,-8.792491676321829708e-01,-3.742549427748858570e-01,-6.188235341580038407e-01
2.789632622525910932e+00,-1.336352934055742736e+00,-5.554130392478202616e-01,-2.402751947489206064e+00,4.245239783654108923e-02,2.028193505171675404e-01
-1.534366172800843531e+00,2.162179286822376589e+00,2.902526968480588998e+00,2.494534270598820491e+00,1.815786947220943415e-01,-2.727352952797755803e-01
-1.682627429570031197e+00,2.799448915453422337e+00,-2.087561166995448581e+00,-1.096509168375078058e+00,9.190258419589678041e-02,-5.303828932715805022e-01
4.319616761282509820e-01,-1.612454385897702736e+00,-1.396927061371727730e+00,-2.721983054197499641e+00,1.703769098126984294e-01,-1.186371002410568920e-02
7.255893002392190816e-01,2.888936489210873759e+00,5.845277373810966459e-01,1.630141330773305697e+00,9.386009715380685958e-02,-3.512845852809939329e-01
-2.727522026900258911e+00,-2.020850791252969181e+00,1.969554758547213957e+00,1.421742359301369163e+00,-3.927484537519924102e-01,-2.802327700157601353e-01
3.784697873787279399e-01,-7.801366544415002657e-01,6.852624783326040081e-01,-1.520658976738173518e+00,7.562167070086477372e-01,-2.037958245685788372e-01
5.793397378557982869e-01,-1.452836845533071575e+00,1.391868343900402039e+00,2.316686237305515483e+00,2.703675463963525205e-01,1.953453956083731069e-01
2.747670239989211005e+00,4.020551006052324183e-01,-9.173263471394910162e-01,2.290775064280000883e+00,-6.254165382116935179e-01,1.719307016722193548e-02
1.969330349047425877e+00,-8.594348366826163321e-01,-1.402445857197745838e+00,-4.573358475339075468e-01,5.181208637720337018e-01,7.247143177731202313e-02
-1.960707910166358259e+00,-1.005570886897933391e+00,-2.379084473088170171e+00,8.931119783109151555e-01,-1.726561424964548064e-01,3.119158938434006823e-01
1.809072574696230618e+00,-2.592836938159306825e+00,6.836586568513052242e-01,-1.032452483359841633e+00,5.202481447889644173e-01,-2.484726490703766666e-01
-1.571591021021415902e+00,-1.555225066358175035e+00,1.497558876764188973e+00,1.429943597479875095e+00,7.639543192126688198e-02,-5.618416110581485601e-01
2.698855466754431554e+00,2.565295191917091877e-01,-1.200647186589412829e+00,4.019784661323573260e-01,-5.980207808971588213e-01,6.676098068123779150e-01
-8.394584630979906592e-01,1.002239255341510038e+00,2.986788732548193437e+00,-7.494131105830406092e-01,-1.903109798919645212e-01,8.376757525038600050e-02
-1.061323195180000400e+00,1.781823668984646503e+00,-7.582859492409301794e-01,1.595312332586788173e+00,5.516051858076984615e-01,2.459924944944458236e-01
3.066583033528960556e+00,-6.660565937094689026e-01,-3.065221252663091089e+00,-2.053027371507839760e+00,-3.843071043666835829e-01,-1.584302871596319773e-01
1.696955063461171420e+00,-1.949062423236363806e+00,2.373091816494853568e+00,1.633896703465715916e+00,-2.336692835294085224e-01,2.315813755897548898e-01
-1.774004553853457011e+00,1.535604429380518887e+00,-1.840006329980452771e+00,6.742712780069295420e-01,5.792106522216897840e-02,-8.011303450281587191e-01
1.954923894468902468e+00,-2.819878349693872188e+00,1.486307430019468079e+00,5.403204164036319312e-01,4.180537868240463695e-01,4.830937602901565486e-01
-1.857876988254560935e+00,3.040276514129338636e+00,-2.862304853996931797e+00,5.530862001291181329e-02,-2.968981414992548362e-02,-6.044934260089419586e-01
-3.124311581920658831e+00,-2.873466723889554153e+00,1.006174894744246373e+00,-8.027000988469694676e-01,3.394770360626448991e-01,4.821269216281933723e-01
1.335590220957731944e-01,-2.246226399587383238e+00,2.721466743703921054e+00,3.575602485771667283e-01,5.116610407994629517e-01,2.736950080472547731e-01
-1.524789689842975804e-01,1.842560965774262982e+00,1.194146052533307412e+00,-1.469573901814120953e+00,-6.958777295137807961e-02,5.409112381855447627e-01
1.695427094808299451e+00,-2.666186545797002871e+00,-2.375879051998940561e+00,8.585923932821355464e-01,-4.438223310921289855e-01,-8.793239910926396730e-02
1.297811982357706562e+00,2.027374579288335532e+00,2.657342985313597694e-01,-7.436120294584696033e-01,-7.000422584177056207e-01,1.127894710403877926e-01
-2.974864237610431061e+00,-2.484337801780585941e+00,-2.067664516457365487e+00,-3.070459995924259999e+00,-8.131331979563873047e-02,1.060107029592430028e-01
-1.246245444114492784e+00,-5.544376951125635777e-01,-1.385836309187431503e-01,5.549663708062935186e-01,-3.422850362704436128e-02,-9.589590500839644260e-01
-2.386579454271037015e+00,3.515633324325051490e-01,-5.164049762017430822e-02,2.793207550275672801e+00,-1.550008975332949901e-01,-3.820902132043680344e-01
1.654782154754570911e+00,-2.037913338744183456e+00,-3.055923965449421686e+00,2.964612320089445419e+00,1.487615380230729867e-01,7.540541908562473083e-02
1.618987716286483192e+00,2.534367056646767757e+00,1.095391415908336441e+00,-9.211810071578505621e-01,-7.502439152829767921e-02,-5.057178830209623221e-01
1.690557790697240215e+00,2.408180964991163187e+00,-1.947899007481869615e+00,6.826734776239460345e-01,-5.893595710058867621e-01,3.769575100651102462e-01
-1.726171474385381543e+00,8.896146878821484805e-01,-3.128481830796414176e+00,3.039636952946442428e+00,7.959925015870049358e-02,-3.656698200772624530e-01
-1.862445784641486357e+00,2.132139106994085154e+00,-3.143050586250972778e-01,-1.061673775314310397e+00,5.693612162922315756e-01,-4.198583378486179241e-01
8.167444772239740303e-03,4.338588838728218988e-02,-1.213902287071369601e+00,-9.742894072437726649e-01,3.580450443754242817e-01,-5.166232505578627343e-01
-1.625326172336726716e+00,-8.141393430787320362e-01,2.035153952055403614e+00,-1.029684880201259922e+00,1.531295218314897566e-01,-7.440843747998946434e-01
8.815352892486991720e-01,-1.076727651547637166e+00,-6.504710219582103825e-01,-1.191673629015607583e+00,3.874261659493419829e-01,-3.769100780623829139e-01
-4.051471568004343382e-01,1.207387279206677988e+00,1.012584770297531023e-01,-2.143003660288320678e+00,6.060674721542668175e-01,1.691432181385682521e-02
1.387410353342007241e+00,-7.764613748880764277e-01,1.368172178434164721e+00,1.042864399156410826e+00,-2.166856453170116770e-01,6.225081975697859260e-01
8.903050394258489320e-01,1.693400300511458845e+00,2.677710979387977197e+00,-2.775564174087303826e-01,1.931618651400033304e-01,-2.835912614621268757e-01
-2.511055649286309865e+00,1.417383761826282118e+00,-7.297543828281951583e-01,-3.668853455268328290e-02,-2.302719853230019154e-01,-8.735886276740194578e-01
-1.989453824612444688e+00,4.794323991805549134e-01,2.886304515137814164e+00,-1.359365684795729834e+00,2.887844102136071789e-01,-8.294032123779379595e-02
-1.443474576221277283e+00,2.445745784405120027e-01,8.028228771101089123e-01,1.323297616342647309e+00,5.548645582843347857e-01,-2.604631854003293667e-01
2.280331177762931816e+00,1.269975651512785575e+00,1.153401879093150839e+00,-2.994357348833798671e+00,-3.578604018956420552e-01,6.938333153424242061e-02
-1.648534046165908151e-01,-1.944936545144647866e+00,3.035909848665859556e+00,3.143552679972390074e-01,3.722199790068636549e-01,3.191030670936046976e-01
