# link_lengths=0.3,0.25,0.2,0.15
theta_0,theta_1,theta_2,theta_3,gt_x,gt_y
-1.250131124591177922e+00,-1.430253026433526253e+00,2.330210542513706962e+00,2.356084484119196354e-01,2.075598663826592472e-01,-4.817248369351675996e-01
-2.731513217484999423e+00,-1.109527189488620724e+00,-2.929662749586784631e+00,2.909138876032902665e+00,-4.025002111052934928e-01,4.656177769207282824e-02
-1.736923095445035425e+00,7.523529804085469230e-01,-7.175943521464551722e-01,1.645262575023320295e+00,2.122553163598266401e-01,-7.109357831437715936e-01
-8.870791631523160525e-01,-1.047754221622557935e+00,-5.194793678870635034e-02,-2.612100886303139635e+00,2.683602581237794216e-03,-5.000947644351237953e-01
-8.830416780182828163e-01,7.618996863452789370e-01,-1.662681520034685834e+00,1.590887191884977625e+00,5.435418715499331643e-01,-4.862537836259744894e-01
2.109538376622386302e+00,-7.292119797863403363e-01,2.652133346610829001e+00,6.128701134612803969e-01,-2.423858333008556964e-01,1.977989727221693972e-01
-1.139693624984936093e+00,-2.922634919386315921e+00,-6.847406508107725109e-01,1.665633869712161541e+00,-1.687407804439210735e-01,1.173217343366011467e-01
1.375256697839781772e-01,-2.915119133803856677e+00,-5.354386624174796161e-01,-2.068754015448218908e+00,-4.044369989034354851e-02,1.038737726355546120e-01
-1.936610829556911773e+00,-2.622849114396754722e-01,-2.486950209618009389e+00,3.077436326526838961e+00,-2.651636459832704129e-01,-4.324006112545443203e-01
7.947271574869634314e-01,2.470296879600903495e+00,-8.640308289120515184e-01,-2.107718913969872876e+00,-4.197162776897048198e-02,3.616315337843728495e-01
-1.535133787957423612e+00,1.837656282796850782e+00,-3.061997390487434689e+00,2.138412417752208583e+00,1.857571868426423634e-01,-3.871891725575370979e-01
1.187691222459875462e+00,2.562515760677899657e+00,-2.298359255271425816e+00,-2.196880952627508155e+00,4.102389084247913542e-02,2.322070925529226004e-01
2.545696851802758509e+00,3.600396283685571852e-01,-1.916554532678339084e+00,-1.858143939243976028e+00,-2.846548213708007258e-01,2.793604910167343247e-01
-6.080565474118047042e-01,-3.175311624235725994e-01,-2.342160530848922839e+00,1.226288892304609135e+00,1.301370421187627302e-01,-4.796515406842921103e-01
1.350686650118104737e-02,1.697135776615130709e-01,2.373091496803307443e+00,-1.696802473881917850e+00,4.769981061139799694e-01,2.737162433236136616e-01
1.587769302320620746e+00,1.964879525303852681e+00,-5.773162591793736809e-01,2.802717202485020209e+00,-3.002422619471767362e-01,1.605724787963355438e-01
1.550361826085393524e+00,1.741617033965114913e-01,3.750837189581144315e-01,1.630285583792667303e+00,-2.578348721085865769e-01,6.364285235732091150e-01
-2.113905333959629651e+00,-1.898429362872043669e+00,-1.202180058513584671e+00,-1.322357575658003048e+00,-7.464779120105832777e-02,7.203606296715664437e-02
-2.873804761318041301e+00,-1.848493997884389728e+00,-1.885101520056770230e+00,-9.560381348968656212e-01,-5.427904065898944003e-02,-3.681813252973280270e-02
-2.712129635544241690e+00,5.910307766645761518e-01,1.041997201950533025e-01,3.048329120952181448e+00,-4.127448675924789145e-01,-3.897283179662084374e-01
-5.354191238087180338e-01,2.389820684355516534e+00,3.397661833225207317e-02,-2.605905310519629481e+00,2.386228412631295481e-01,1.783228818178874686e-01
2.023942103430745654e+00,-2.558992388421494901e-01,1.406796776497464485e+00,3.025133488047905495e+00,-2.307397903822520357e-01,4.957591763773274152e-01
2.684336671215993064e+00,2.603253333331180031e+00,-1.584802752912572998e-02,2.112516102937896711e+00,4.084422383383119748e-02,-1.130901486108136234e-01
-1.669567898877391432e+00,-2.276334978284203281e+00,2.059996405847814849e-01,2.756510344715858984e+00,-2.851128226504386909e-01,-1.306576299930974072e-01
1.108058538379133040e-01,4.567479096197546440e-01,-1.956766131685236720e+00,-4.633656308015292602e-01,5.033722425538996736e-01,-1.732294960126801453e-01
2.272498576443373608e-01,7.744706107953023277e-01,3.068793569311369929e+00,1.781228967035373145e+00,4.435152282462412332e-01,5.526737700651165874e-02
-2.164618930733959612e+00,9.900673395357149076e-01,-3.386047457383742909e-01,2.552036918886170902e+00,1.622861730389427853e-02,-5.496638787846952479e-01
-1.636203616877773825e-01,-7.281573353264114701e-01,8.777725642645117787e-01,-2.144240485908533334e+00,5.698450429706295450e-01,-3.710692364472651938e-01
3.369861460242131734e-01,9.008899824235490073e-01,-2.457210653114315857e+00,-2.287801842433373700e+00,2.935923994341667620e-01,2.013107658847801129e-01
-1.943960891229380650e+00,-2.022310327231786609e-01,2.413271382957593580e-01,-8.469757575731096111e-01,-4.497392359359712044e-01,-7.350348730335233283e-01
-1.691996032111648951e+00,-8.472716852180033342e-01,-2.775446986598436805e+00,-2.718331255340265429e+00,-1.556803677447400336e-01,-4.222368201886578798e-01
-1.309072401721281809e+00,2.207519292674573919e+00,-2.083276781439326264e+00,4.728391216772687144e-01,4.221806375757558016e-01,-3.774818115344066305e-01
-8.873523755682106717e-01,-3.002526557810574204e+00,1.095232285033116426e+00,-2.488311435530023985e+00,-1.008402635313106199e-01,-4.291226182689816815e-03
2.387671736381942189e+00,-6.234888732223731189e-01,-1.316869632873353346e+00,1.496842131340899051e+00,-1.411382956259763233e-01,6.768655242952388296e-01
-4.243059826543622570e-01,-1.459406881569291325e+00,-1.530165151266150270e+00,1.173727647569125843e+00,-8.926500308520403382e-02,-4.252132075655480348e-01
2.919294821307937049e+00,1.658378522447494063e+00,5.468455611619580381e-01,1.279681100123351456e+00,-9.717979582129926408e-02,-3.467394579640011854e-01
-2.880243780008994392e+00,-2.958181503216521513e-01,3.102361228024745010e+00,1.864574344150433660e-01,-1.911596770041050775e-01,-6.674865100395310780e-02
2.688482516500714681e+00,-1.890801040520635468e+00,-2.244128807810366055e+00,2.574276985440624443e+00,-6.035963829120194468e-03,2.473307751001936894e-01
1.866345637572477401e+00,2.968213118433884468e+00,-2.016966485254185315e+00,2.065163054736345316e+00,-2.210754700539288020e-01,-4.530009070285039019e-02
1.262467303382748263e+00,-3.109587464408477775e+00,2.804034938753672712e+00,8.103179834135629811e-01,1.087674640906116236e-01,3.559352738038812358e-01
3.057194323619301990e+00,-1.511332462830895729e+00,-1.914096906609849214e+00,5.750648234650701518e-01,4.069665325187213356e-02,2.340216103715640483e-01
-8.518714425050557537e-01,-1.150572999019471521e+00,-2.978468064184317754e+00,-1.187847912094074587e+00,2.950614494525070075e-01,-2.428645917212562955e-01
2.255836004962148422e-01,3.007377529176429753e+00,-1.805105619425812380e+00,1.968634712313150459e+00,-7.322053926171423477e-02,2.044305393601565379e-01
-9.562282609863195226e-01,-9.919078519073929456e-01,3.108318744737164074e+00,9.065108641801122857e-02,2.078836016288127531e-01,-1.517565106578649403e-01
1.425892941890126053e+00,-6.649682969146200051e-01,-2.791655649791247029e-02,-2.572895873528264765e+00,3.331233727829869262e-01,4.584735077705601736e-01
-2.360549012848090378e+00,-1.380518120134688331e+00,2.715621515363160654e+00,1.998667596576185979e+00,-2.313223945367284540e-01,-1.171377892557001477e-01
7.903615545746789373e-01,-1.558642484689925611e+00,-3.212046280531213327e-01,1.140324025692482479e+00,6.332475950321874159e-01,-1.301979960346271170e-01
9.909992200440997934e-01,2.563365594128875991e+00,-1.846844182653402111e+00,2.174978909827240514e+00,-2.025850668683016054e-01,2.475745524456523794e-01
-1.966091825805786897e-01,-2.825287725296846464e+00,7.834415204061566662e-01,1.695453433105688745e+00,5.060345419005568557e-02,-3.230169368369482097e-01
2.388517159894647079e+00,1.458149863055484552e+00,1.583532989399586199e+00,1.756000858935912845e+00,-1.848333208555115736e-01,1.027335182953557913e-02
-1.653098340061482263e+00,1.871210155467344372e-01,3.085518857402669290e-01,-2.640503883030348220e+00,-3.700118033074549506e-02,-6.392339876257492337e-01
9.183789405290170293e-01,-3.489793480523672997e-01,-1.953056966245309223e+00,2.972697308541393468e+00,4.271622526427538702e-01,3.266340969554508700e-01
1.720530635557367738e+00,4.524812418552937032e-02,-3.301708130035083677e-01,-6.779669401025354425e-01,4.273431694410127768e-02,8.431626314291935653e-01
9.248611478623089965e-01,2.724832416076763408e-01,-9.928751854837667423e-01,-1.064257473660157771e+00,5.655150113129550071e-01,3.992833658787214857e-01
-5.780226549855571605e-02,-7.955250628966585857e-01,-1.961635788811472381e+00,9.267377846612747661e-01,2.276243239992703227e-01,-4.123757536798975387e-01
-1.592889727911801723e+00,2.135179882675974916e+00,1.363848947798577349e+00,2.015918587874851120e+00,3.509822854679994775e-02,-8.758403301091571835e-02
-1.896281355600005547e+00,6.455877267600098612e-01,1.212941661989476394e+00,-2.052447831469619288e+00,1.081386352530416817e-01,-6.593154135063603594e-01
1.251644384730065340e+00,1.152523285380866902e+00,-9.811088205958964359e-01,-3.412993553935637081e-01,8.984331876695325625e-03,7.831857735074193583e-01
-2.193404602925705937e-01,-2.150584380327340561e-01,-5.203589471617422468e-01,-2.676279297791324119e-01,6.863650742464472154e-01,-4.747143316576539762e-01
-2.265516904601814652e+00,6.060723100416298692e-01,1.283849951768177178e+00,-3.408220171340099469e-01,8.499819324645593865e-02,-6.513562387241407237e-01
-1.764671461558777077e+00,-1.969212123575507789e-01,-2.777969468958474852e+00,2.042854202845999723e+00,-2.829951497317386711e-01,-3.901579105213340282e-01
1.097478938467397747e-01,2.355745550235468500e+00,-2.838057406464922217e-01,2.612902829491297041e-01,-1.263894298387390758e-01,4.495981259439599809e-01
-1.979388480018882124e+00,5.817003930123840760e-01,1.093942520563656373e+00,2.290858501381163315e-01,2.642926284554023564e-01,-5.925757019610929932e-01
-3.342829795498714063e-01,1.798836495767607069e+00,-2.892647911848593267e+00,-9.203629676098827872e-01,2.331059187575673097e-01,-1.546877421323542001e-01
-2.666065675119336120e+00,1.322584409750328760e+00,6.386833168544265860e-01,1.167450900545619064e+00,7.620437080136194252e-02,-4.435382815143223412e-01
9.860779164496422666e-01,-1.335843357469618242e+00,-2.970972006180405245e+00,1.229688252506453416e+00,1.290884350340252840e-01,6.997449670439151448e-02
5.506862955773410562e-01,-2.063403902932336997e-01,2.183443115631731324e+00,-1.958532522129687869e-01,2.240191377558413688e-01,4.651806928682672426e-01
6.034878135337620186e-01,2.005937104000085291e+00,-7.347673755057710920e-01,1.223688054988508966e+00,-1.781200256071379107e-01,4.944286146622793310e-01
1.984023619116358716e+00,-1.726768359613148895e+00,2.098016927170583301e+00,-6.523016625153106318e-01,-3.975644564372823875e-02,6.285990448250105000e-01
1.024890459531374809e+00,1.139283216423539358e+00,-2.043688237081776826e+00,2.487439500469146303e-01,3.544076387480756818e-01,5.418347837962607105e-01
7.979106704077976175e-02,-2.338122653742315649e+00,-2.347213417133644953e+00,2.837436436274543006e-01,6.194899316508861026e-02,1.682711319748463330e-01
1.284171575012822863e+00,1.530677267088809579e+00,-3.684251928930195596e-01,1.140681276171006786e+00,-4.409058283419543534e-01,4.314662945730830534e-01
1.890411539549960551e+00,-1.866802159645871706e+00,1.099335058417764799e+00,3.019961459067777021e-01,2.640768678908727574e-01,6.193918733734986581e-01
2.677447762516568908e+00,-1.048455718569514250e+00,9.148689625929140590e-02,-2.946387631580926314e+00,-2.619133458888617261e-01,4.404709479765669955e-01
2.763004833750653866e+00,2.817780589936069724e+00,2.331881951296708166e-01,-4.828025234102644170e-01,1.774587631920766795e-01,-2.632547283953170503e-01
6.543481240433113300e-01,1.580571363856956069e+00,1.967151662769176745e+00,1.278012112453136950e+00,9.042202498360243923e-02,9.701209061605649275e-02
3.063660916894847652e+00,2.382761714714403567e+00,-1.847544109009913171e-01,3.115403023651833081e+00,-1.021412859850313326e-01,-2.029019695396929446e-01
-2.167120882991818931e+00,6.039164683212798757e-01,2.387352841900166389e+00,3.988970554629642784e-01,2.037047230310801843e-02,-2.103992294737913882e-01
-8.508991840825745889e-01,3.027745920180105799e+00,-1.653080289151950044e+00,-1.149711353183070495e+00,3.501355659018034472e-01,-7.936465789517205272e-03
2.446139133337004168e-01,2.357174679626653280e+00,-3.136452638766378698e+00,2.334322514149471672e+00,2.146744695767893174e-01,2.453248812681132762e-01
2.569782915930296952e+00,-1.540620823207285106e+00,-1.672470439174125412e+00,3.334339832494799261e-01,1.794862607845266744e-01,2.108532610122754447e-01
3.114291611838552853e+00,-1.351683466232583619e+00,2.771925965773188949e+00,-1.882186097029613148e+00,-5.153346071389808269e-01,1.272532034769579545e-01
3.213435913934663546e-01,8.865965373127657756e-01,-2.060214599886112552e+00,1.376942336715026194e+00,6.348581381336870777e-01,2.530571302249298715e-01
3.078624451011844343e+00,1.841214541867217669e+00,5.360799606576538423e-02,9.313005043889450718e-01,-5.690711907527684632e-02,-4.744057256364993536e-01
-4.562576199427197388e-01,2.720900618627877243e+00,2.313244676208299211e-01,2.267468606244199769e+00,-4.265351759981578228e-02,3.055542483231338258e-02
1.045110640092709708e+00,-2.832168224105721777e+00,-2.494117524013955922e+00,-3.584183501115925097e-01,2.392539525011878540e-03,3.466119329443597685e-01
-1.266839498927300633e+00,1.936633711740413766e+00,1.216542440248320922e+00,1.749609939424397353e+00,9.166940859950553633e-02,-1.208542710118115648e-02
1.766237238191498804e+00,6.518532696464074405e-01,-2.842701338862820393e+00,2.791038071244254404e+00,-1.705386539086656827e-01,4.823739267140981779e-01
-2.952272228145604416e+00,2.323383652331625804e+00,-1.977225534189691603e+00,2.279836564735346904e-01,-3.728411389381194874e-01,-4.092835923045029523e-01
1.067511304175486231e+00,1.285626873225376166e-01,7.050365940197824699e-01,2.587418207648733315e+00,1.380279509202308741e-01,5.383841201976748980e-01
2.009000688588691297e-01,-6.731216511643438594e-01,-9.113379604016187407e-01,-2.649637949124846070e+00,4.596105168435694055e-01,-1.336433923796954970e-01
5.130534258590735419e-01,-2.171103052725092297e+00,1.927662245905168881e+00,-1.423006193180131218e+00,4.931722554967150063e-01,-1.856471360903075019e-01
1.860947052025464288e+00,5.179647833485412356e-01,1.260026347896301857e+00,3.931656553385587394e-01,-5.366982552357916214e-01,2.481478836443606339e-01
1.701472081102302525e+00,-1.552270326302367387e-01,5.828131218782846013e-01,-2.448722190252996089e+00,3.504564457495779051e-03,6.698651583567283296e-01
5.831187267202935232e-01,5.565320980617691760e-01,-1.918768004166450325e+00,-2.212439716673574974e+00,3.488947380929214859e-01,2.293595660357355681e-01
1.158227322605361209e+00,6.976741993353918758e-02,-5.848660482239553815e-02,2.561578931686817384e+00,1.577586007040913119e-01,6.110028901398637524e-01
-3.016443293722135266e+00,1.911475072306803469e+00,2.698638039465908633e+00,1.087032179555391664e+00,-3.242858138356280451e-01,5.850226002517930346e-03
