# link_lengths=0.2,0.15,0.15,0.15,0.1,0.1
theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,gt_x,gt_y
-2.942789973373192147e-01,1.154213900054877229e+00,-1.479683338623413391e+00,-1.531439323719467449e+00,2.964374692150637536e-01,1.508820555781131389e+00,3.951870319264451092e-01,-2.868044117511364677e-01
2.877930570746017658e+00,2.429890465709886094e+00,2.212810764832775057e+00,-1.527338232971949372e+00,-1.495441526354148509e+00,8.409713359211692385e-01,1.212008245205765528e-01,-1.519167243558402491e-01
-3.041130748439456521e+00,1.897583195197272588e+00,2.847484898807628007e+00,-2.366151750398686637e+00,-1.770372806289920886e+00,2.380965126476266569e+00,-1.448782247881237606e-02,-1.704000538028151157e-01
-1.527920076482186085e+00,-2.662816856000810084e+00,-9.706971012831981938e-01,6.137935580726292528e-01,2.641205183702892256e+00,9.796545802820606497e-01,1.444731562781534362e-03,3.894250852277229835e-02
1.305158817965541118e+00,-1.530465878818592529e+00,-9.012747823120914603e-01,7.514161742179554793e-01,3.414763635531978814e-01,-2.736576760965453214e+00,4.095016520552735573e-01,-7.058554967798146007e-02
2.899211638459151530e+00,-3.099660723299776155e+00,2.156198185091571240e+00,-1.682207264818915249e+00,-3.907090806592461441e-01,1.031748794464828478e-01,2.402430419681639284e-01,1.845913183170047323e-01
3.135900586633920462e+00,3.640391589038918241e-01,-8.690422789107103974e-01,-7.245400289777008673e-01,-7.854672907137696392e-01,1.587882998225381037e+00,-5.680145987564650945e-01,2.954728057701864752e-01
-2.492140806566838673e+00,2.190359197891021736e+00,-2.645845049634877988e+00,3.351503346236994751e-01,-3.134413083904588948e+00,3.636896108968552532e-01,-1.446141035268884156e-01,-1.407343297696366791e-01
3.138401298388561855e+00,9.104675915138420450e-01,-6.407247106572322437e-01,7.207350101166234424e-01,-1.235921872800866073e+00,1.493754694305275521e+00,-6.486492056033357212e-01,-3.523624384774084461e-01
-4.898332833984428980e-01,-1.856996474124243957e+00,-2.639668461003767952e+00,1.587135194289268192e+00,-6.464339096696978260e-01,2.531645207733520309e+00,-8.919620872621841778e-02,-3.975787191990625552e-02
3.070070884416461254e+00,3.135726884695974270e+00,1.783206814112068272e+00,-2.194295485711443394e+00,2.777230987523416239e+00,-2.858018679124412653e+00,8.077271965486533534e-02,1.023520372134537615e-01
-2.618981845960000054e+00,5.628593062318025808e-01,5.826427051862559381e-02,-2.467954997384674165e+00,-5.691182973921824484e-01,-3.129338707978637668e+00,-3.408562415043673299e-01,-2.239534510207566442e-01
2.838282190550263095e-01,2.786412945470503999e+00,1.217827237005002061e+00,-2.159211216857241045e+00,-2.113922901487464756e+00,1.127280066407978509e-01,1.003682331014672940e-01,7.146988195388641329e-02
-1.924127290461786322e+00,4.634285333792580452e-01,-7.769117798560292165e-01,2.536642886374493422e+00,-2.985808463158781123e+00,-2.525595605848986125e+00,-4.404637773259168637e-02,-3.665875963435713536e-01
1.833782466544637835e+00,2.764744139935045197e+00,2.106510753985429751e+00,-7.481342618680053569e-01,-2.293072211688490292e+00,-1.963792329154874228e+00,1.103416350147924524e-01,1.067178382021805039e-01
-2.929421980118009916e+00,-3.094865026509844075e+00,2.839051805775634207e-01,2.737971937179264792e+00,-2.866856104794340165e+00,8.606687072318583986e-01,5.012053114673832577e-02,1.888216748282621205e-01
-1.807299220343509205e+00,-5.603112629673745460e-01,3.608600081444359731e-01,1.248646028987905332e+00,-2.096476264457148631e+00,-1.926013794041135263e+00,-1.976451635760296810e-01,-4.669242877740590325e-01
8.804430017534610187e-01,-2.791738485334894548e+00,-9.502899865234604171e-01,1.906919713088695900e+00,2.530615150150896220e+00,-3.019611020097860088e+00,3.195644644145502478e-02,-1.502507322757333785e-01
-2.957256868881292800e+00,2.988765481938608026e+00,9.597991848465534659e-01,4.486789676619467038e-01,-2.825170862553039619e+00,-2.061350295712253367e+00,-2.191278219711537134e-02,1.740381221413577761e-01
-1.425761796686392247e+00,-2.869323492958470112e+00,2.794206722337236215e+00,3.316828671678688778e-01,-2.854286565550087307e+00,3.091338619357246742e-01,-1.103867221538935711e-01,-2.170822568491071192e-01
1.046158386658977868e+00,1.252490416538994289e+00,2.366147999844209870e+00,-1.040554711792989195e-01,1.919409494541134187e+00,-9.627759902389838587e-01,1.407421445591242049e-01,-6.275959239248612986e-02
