# link_lengths=0.15,0.25,0.25,0.2,0.15
theta_0,theta_1,theta_2,theta_3,theta_4,gt_x,gt_y
-1.002827358839609051e+00,-1.543318903873882597e+00,-1.136302241173786420e+00,-2.567507867771883667e+00,3.151552304293758766e-03,9.186852206932383247e-03,-1.258509793149771017e-01
1.762568273209587311e+00,-2.794164109828196629e-01,2.985780158572236331e+00,2.412735109192138516e+00,2.557195051497981986e+00,-5.171823703079100887e-02,2.642282165447008557e-01
1.933937336293616305e-01,-1.931759626862822987e+00,1.141953811450823864e+00,2.663496114835725237e+00,2.883134186872795546e+00,2.524522298520648356e-01,-3.279955897762982242e-01
1.935645193323031421e+00,-1.319147265039829486e+00,1.203709578672668812e+00,-2.875038224005982634e+00,1.776519214231905508e+00,3.000261945637737737e-01,4.520711017448872382e-01
-1.905826499985723288e-01,2.650896473287427391e-01,1.858028231058019841e-01,1.069900962964673852e+00,-1.775788602793842319e+00,8.211766219837844938e-01,1.841326744137780635e-01
-1.939786969918782633e+00,3.021879723784722138e+00,-1.155373033430918683e+00,1.927610011668750012e+00,1.733486574785358059e+00,1.213358923374910359e-01,1.898083908493516381e-01
2.375091907422955728e+00,-2.102908929343920263e+00,1.236935855569341491e+00,1.103803848542168176e+00,1.844927763099133422e+00,-6.231071368272769750e-02,3.764862616520204819e-01
-6.354126309218863788e-01,-2.643573351532473303e-01,4.738138527068738171e-01,1.151671479945853172e+00,6.084022386707723662e-01,6.886088431033828838e-01,-1.095678771644881255e-01
2.712657369921071648e+00,1.814619438155835596e+00,-2.737049317895225542e+00,-2.817453849936470078e+00,-9.576779243457345103e-03,-5.705903762198542839e-02,-2.396289095557338766e-01
-5.648895916227552050e-01,-2.203875214195869514e+00,-2.040958494086296149e+00,-1.340823312136595558e+00,1.523286336107157801e+00,1.036564626253904525e-01,2.533625228805432283e-01
-2.683625674101394409e+00,-3.165219046767466793e-01,1.773750757333067973e+00,3.021489428972121694e-01,-1.359322363475821804e+00,-2.752416491933057929e-01,-6.099980941486158326e-01
