# link_lengths=0.25,0.25,0.25,0.25
theta_0,theta_1,theta_2,theta_3,gt_x,gt_y
-1.753746374079790060e+00,-2.010722239555401636e+00,1.354083939784561430e+00,-1.996314929017303008e+00,-5.098635482762092774e-01,-2.851685592151617654e-02
-1.539865911551258071e+00,-1.833842353975321471e+00,-1.543097898578096983e+00,-3.102278627034205094e-01,-6.175850089111895036e-02,2.700405435438106849e-01
-2.109197350785054326e+00,9.774055576832072489e-01,-2.252470012424288015e+00,1.318324564813412536e+00,-3.833952431234731173e-01,-6.008280590512482533e-01
-2.684338754730681842e+00,-2.608097424372566309e-01,-6.334104954674453225e-01,-2.429047384508147722e+00,-4.554517213652966023e-01,1.465699093013297927e-02
-6.517821815509323713e-01,2.014405814045520771e+00,6.545780047379641253e-01,-1.076559865276466077e+00,2.898050266550368237e-01,5.204368206811261777e-01
1.009777245829112324e+00,1.211757804323872811e+00,-1.341588146053124042e+00,1.659531408072131065e+00,-6.516821009960954703e-02,7.448602911058297416e-01
-1.738561519399603572e+00,8.726863776343387613e-01,2.314682746917047673e+00,-7.454980298731217481e-01,3.413466923982413359e-01,-2.707724095196450964e-02
1.771212533306552039e-01,1.855102454032074633e+00,2.342984070858767254e+00,2.420657743615862501e+00,2.699332381879733234e-01,1.546095456178886995e-01
5.856752284665516228e-01,1.527291239087706032e+00,2.277003261848923543e+00,-2.774291513932749087e+00,-1.109649787485828681e-02,3.649686172933540584e-01
2.972453963529289034e+00,-2.087369852738334863e+00,-1.994026167477421563e+00,3.025515607752972791e+00,-6.145621266353451517e-02,2.469715498059517622e-01
1.926294438108857143e+00,-3.176436848221642073e-01,5.435575654289710457e-01,-2.758860875871429030e+00,-2.838654160260373205e-02,5.505810801968783474e-01
3.526177096510809683e-01,-2.644471046618546151e+00,1.733321454442330989e+00,-1.617156462699271602e+00,1.394134255616856777e-01,-4.395644906736119739e-01
1.841657508913844055e+00,2.884599147233794625e+00,2.063285649219661622e+00,-1.546079371709669026e+00,2.818206795809896636e-01,-1.034080149593290254e-01
4.008136483144832951e-01,-5.164595922914481108e-01,-1.818436907701205918e+00,-2.617127673756278305e+00,3.495586561714290053e-01,8.177103163366478134e-02
8.697855648113765881e-01,1.291075292885386361e+00,-3.010581482788058150e+00,-2.177336816424134902e+00,-6.116980313470099517e-02,1.824286174088228241e-01
