# link_lengths=0.3,0.5
theta_0,theta_1,gt_x,gt_y
2.233217275081110564e+00,2.817763545936906588e+00,-1.842866854822375333e-02,-2.350599887164473434e-01
1.285522897682788823e+00,3.129077533984817805e+00,-6.227745076330187812e-02,-1.901184184990506454e-01
-1.896996289610273667e+00,-2.023925713256680581e+00,-4.518262268754798527e-01,6.722117752880130137e-02
2.626506270529720410e+00,-1.260322809287601098e+00,-1.594809935017829083e-01,6.373528672290698083e-01
3.056046271931377234e+00,-9.817391768137331276e-01,-5.401547251514214887e-01,4.635796262637686405e-01
-1.819344178190831052e+00,1.722850856407918130e+00,4.238750570552108909e-01,-3.389530254679195553e-01
1.998965650927892135e+00,-2.538298827812690561e-01,-2.112906399578315386e-01,7.653388807753320755e-01
-7.381482415215945281e-02,-1.037812399344835157e+00,5.207847901560800352e-01,-4.703348748407978897e-01
-6.337908258617770407e-01,-1.551106642994984020e+00,-4.637555420816677487e-02,-5.863069430348195610e-01
8.404058314816715836e-01,5.113171572132908516e-01,3.088107726433333977e-01,7.115238085090747067e-01
2.986884277345820848e+00,1.348162477946999616e+00,-4.806424432522018453e-01,-4.185959992703059407e-01
-1.262562249378869295e+00,-2.284361817320982979e+00,-3.684729575656343625e-01,-8.869956773181728038e-02
-1.321886130660208103e-01,-3.120790908566397626e-01,7.488455630325527856e-01,-2.544395860645454754e-01
9.378122842039653406e-01,-4.283894809407189364e-01,6.139790642347029426e-01,4.857164742535339252e-01
1.682955824437033954e+00,1.961021108413410374e+00,-4.717958387994736769e-01,5.735672645728881469e-02
-2.285259339498485254e+00,-4.935531904684498095e-01,-6.640204751189577870e-01,-4.040709458719060621e-01
9.198169548339913959e-01,-1.037225984095491604e+00,6.783474702114388188e-01,1.800774791666830132e-01
-1.315583499118765376e+00,1.553897241325190137e+00,5.616041153280701970e-01,-1.722506951790349905e-01
2.202553235042697288e+00,-2.987051743727544562e-01,-3.406333356737220597e-01,7.146218798922655546e-01
-7.014058850277233859e-01,-2.247000841937416560e-01,5.296562079695728009e-01,-5.932306417108641483e-01
-2.752613654579358915e+00,-2.159769473595676281e+00,-1.782572275183585131e-01,3.762607050216687510e-01
2.795042978003359657e+00,-2.063671937352788976e+00,8.996463013415517684e-02,4.358417258218911794e-01
1.749122767903240394e+00,2.036055575564719611e+00,-4.531894651802100826e-01,-4.791251938219498463e-03
-2.037216318952439487e+00,6.542446678518127889e-01,-4.154633449285499713e-02,-7.591615426951576762e-01
-2.034036779154691832e+00,-1.040044139273021528e+00,-6.329157900678983317e-01,-3.021129920012287084e-01
-9.767406152319928481e-01,2.016865089019609592e+00,4.209744013951841612e-01,1.826303924150997626e-01
-2.097148155161178806e+00,1.555395691622927679e+00,2.776884853498811090e-01,-5.172128314553390283e-01
8.709319994045774393e-01,4.706635793258007183e-02,4.969398999991644361e-01,6.266725706604304724e-01
-1.328418663903679908e+00,-1.974115614774313965e+00,-4.215349738727876550e-01,-2.111071490024520325e-01
6.986511354790736483e-01,2.081753535807273181e+00,-2.380256978186316152e-01,3.696485365488081376e-01
-1.401649969944741336e+00,-2.732009329520974639e-01,-1.431167594341330174e-03,-7.930142514853171232e-01
2.747133742888656194e+00,-1.887874683466521653e-01,-6.943009693927285619e-01,3.906608722010527224e-01
-1.806960178820242957e+00,8.259102055102442996e-01,2.078827128020289128e-01,-7.072136920876270771e-01
-3.571021369990146077e-01,-2.212249937595252014e-01,6.997632462503907691e-01,-3.781801361418633545e-01
8.075666876089990787e-01,1.055175716886386006e+00,6.346939232992609980e-02,6.956249680454759110e-01
-1.205701951411794148e+00,1.045552584704467769e-01,3.333981764738317422e-01,-7.260904756793959969e-01
2.450595589211442160e+00,2.769445264217703873e+00,1.188000505872410795e-02,-2.457524470739705924e-01
-1.881604371960737154e+00,7.940152738743773142e-01,1.405623760303986725e-01,-7.283806933239633796e-01
-1.688631027033307141e-01,5.817455846145680454e-03,7.891016810572095697e-01,-1.315806237564038639e-01
-2.960914684455189239e+00,2.681071601219309208e+00,1.854327686070348924e-01,-1.920113840925223303e-01
1.888786541816481090e+00,2.306215762790069235e-01,-3.545490721093929043e-01,7.115843631763228982e-01
-1.707608707063936970e+00,9.691886371183118243e-01,3.288506884744276104e-01,-6.337569034649477295e-01
1.424183630338737849e+00,-1.735811449351511104e+00,5.197442681931360164e-01,1.434772498992246403e-01
1.563991826944853614e+00,-2.753022247279974799e+00,1.883212467501070297e-01,-1.640110336951953185e-01
1.617448757949095928e+00,1.425258444387800694e+00,-5.115480612950726869e-01,3.490357789190519089e-01
-2.744080938331887154e+00,-4.119787007983544136e-01,-7.765558150912914570e-01,-1.089043426786507618e-01
1.111039335244532467e+00,-2.452105896519108708e+00,2.469763021506242995e-01,-2.180158771576393706e-01
3.310188212163995836e-01,3.439587307988558607e-01,6.740740025142234471e-01,4.099419080547261895e-01
1.501661589436310784e+00,2.253902688413258915e+00,-3.879592692309788426e-01,1.122421005055934673e-02
-1.533693612887751412e+00,-9.998009530756628571e-01,-3.992397786807428961e-01,-5.854472950928243380e-01
2.158677825004828854e+00,-2.648099905556379419e+00,2.749225196237995439e-01,1.457729347309436041e-02
8.161449455863953872e-01,-2.033895344028501029e+00,3.783891585443523997e-01,-2.506088363271828934e-01
-2.694406606734331966e+00,2.962746581934102785e+00,2.116059220140053543e-01,2.836593340127951945e-03
-2.905280635315178994e+00,-2.149628377801593437e+00,-1.237315013754737292e-01,4.007200148613135338e-01
8.766134654084778433e-02,8.267166855231975475e-01,6.039897641908416048e-01,4.223563168765429032e-01
-3.539793005738109954e-01,3.677108318494415329e-01,7.813530976862694821e-01,-9.712438885379312548e-02
-6.212395291468202352e-01,1.425646116720480805e+00,5.907167178897085869e-01,1.855965456475377751e-01
-5.329051697538162990e-01,-2.495923614227756993e+00,-2.384240131085083592e-01,-2.086738631464641058e-01
-2.975071932982346734e+00,-1.696933560616776804e+00,-3.160364855210413548e-01,4.498666867413537163e-01
-2.448848932689315916e-01,2.556046792063757955e+00,-4.622934347318824466e-02,2.963776081508493476e-01
2.725248617538538198e+00,-2.805222529774031415e+00,2.240298176872146940e-01,8.138150974512677049e-02
-1.916029204671823472e+00,4.374309535208333877e-01,-5.549099224139598246e-02,-7.801753842350067636e-01
1.933459468363849076e+00,-1.912941891954977214e+00,3.934651389034231617e-01,2.907446733822723339e-01
2.524649540657726732e+00,-2.220301505764895822e+00,2.323260222227990224e-01,3.233989727887750520e-01
1.048475270810665272e+00,-4.148133150519317525e-03,4.009098102600172076e-01,6.922923825882261184e-01
1.052657250387554200e-01,5.170387344496796267e-01,7.046080657224935706e-01,3.229760110133516049e-01
-2.012849814079837429e+00,-1.476209378581863518e+00,-5.984581462586875400e-01,-1.009041057404465314e-01
-1.211554255893605880e+00,-1.966495455028351991e+00,-3.941983209270557564e-01,-2.626245751587720778e-01
-5.129784445038501062e-01,-4.181666629579701144e-01,5.598438137288841432e-01,-5.483843492931559371e-01
9.321412549655043733e-01,-1.047689192206237241e+00,6.755007227220480859e-01,1.832239705869662394e-01
1.155713379652682171e+00,1.006174873071333131e+00,-1.576542577805399026e-01,6.896912015821463626e-01
2.480446183162575480e+00,-2.632483904156126542e-01,-5.379455170665643493e-01,5.833348571293718310e-01
3.204563917145795138e-01,-8.171933226658429916e-01,7.242986689326603722e-01,-1.437797641052179776e-01
-1.696273186483278961e+00,-2.050339677608691957e+00,-4.487896587273561555e-01,-1.325208095839208733e-02
-1.604541119115518999e+00,-1.115410522198521548e+00,-4.663308021600212072e-01,-5.044583563131999071e-01
1.971018891130171369e+00,2.926398696334908678e-02,-3.250890185050906434e-01,7.308821259782867230e-01
